title,year,country,genres,director,cast,overview
Machine Gun Preacher,2011,['United States of America'],"['Action', 'Thriller', 'Crime']",Marc Forster,"['Gerard Butler', 'Michelle Monaghan', 'Kathy Baker', 'Richard Goteri', 'Peter Carey']","The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers."
Another Earth,2011,['United States of America'],"['Drama', 'Science Fiction']",Mike Cahill,"['Brit Marling', 'William Mapother', 'Matthew-Lee Erlbach', 'Meggan Lennon', 'AJ Diana']",Tragedy connects a young woman and a shattered music professor as an exact replica of Earth is discovered.
Just Go with It,2011,['United States of America'],"['Comedy', 'Romance']",Dennis Dugan,"['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker', 'Nicole Kidman', 'Nick Swardson']","While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives."
Diary of a Wimpy Kid: Rodrick Rules,2011,"['United States of America', 'Canada', 'Japan']","['Family', 'Comedy']",David Bowers,"['Zachary Gordon', 'Devon Bostick', 'Robert Capron', 'Steve Zahn', 'Rachael Harris']","Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks."
The Muppets,2011,['United States of America'],"['Family', 'Comedy', 'Music']",James Bobin,"['Jason Segel', 'Amy Adams', 'Chris Cooper', 'Rashida Jones', 'Steve Whitmire']","When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day."
My Week with Marilyn,2011,"['United Kingdom', 'United States of America']","['Drama', 'Romance']",Simon Curtis,"['Michelle Williams', 'Kenneth Branagh', 'Eddie Redmayne', 'Dominic Cooper', 'Philip Jackson']","London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director."
Unknown,2011,"['United States of America', 'United Kingdom', 'France', 'Germany']","['Action', 'Mystery', 'Thriller']",Jaume Collet-Serra,"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz']","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
The Ides of March,2011,['United States of America'],['Drama'],George Clooney,"['Ryan Gosling', 'George Clooney', 'Philip Seymour Hoffman', 'Paul Giamatti', 'Evan Rachel Wood']",Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.
Friends with Benefits,2011,['United States of America'],"['Romance', 'Comedy']",Will Gluck,"['Justin Timberlake', 'Mila Kunis', 'Jenna Elfman', 'Patricia Clarkson', 'Woody Harrelson']",Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.
Contagion,2011,"['United States of America', 'United Arab Emirates']","['Drama', 'Thriller', 'Science Fiction']",Steven Soderbergh,"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne', 'Jude Law', 'Kate Winslet']","As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself."
Colombiana,2011,['France'],"['Action', 'Thriller', 'Crime', 'Drama']",Olivier Megaton,"['Zoe Saldaña', 'Cliff Curtis', 'Callum Blue', 'Michael Vartan', 'Lennie James']","After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death."
Tinker Tailor Soldier Spy,2011,"['Germany', 'United Kingdom', 'France']","['Drama', 'Thriller', 'Mystery']",Tomas Alfredson,"['Gary Oldman', 'Colin Firth', 'Tom Hardy', 'John Hurt', 'Toby Jones']","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6."
Footloose,2011,['United States of America'],"['Drama', 'Music', 'Romance']",Craig Brewer,"['Dennis Quaid', 'Kenny Wormald', 'Julianne Hough', 'Andie MacDowell', 'Miles Teller']","Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process."
Hanna,2011,"['Germany', 'United States of America']","['Action', 'Thriller', 'Adventure']",Joe Wright,"['Saoirse Ronan', 'Eric Bana', 'Cate Blanchett', 'Tom Hollander', 'Jessica Barden']","Raised by her father, an ex-CIA agent, in the wilds of Finland, Hanna's upbringing has been geared to making her the perfect assassin. Sent into the world by her father on a mission, Hanna journeys across Europe, eluding agents dispatched after her by a ruthless intelligence operative. As she nears her ultimate target, Hanna faces startling revelations about her existence."
Puss in Boots,2011,['United States of America'],"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Action']",Chris Miller,"['Antonio Banderas', 'Salma Hayek Pinault', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris']","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots."
Horrible Bosses,2011,['United States of America'],"['Comedy', 'Crime']",Seth Gordon,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Kevin Spacey', 'Jennifer Aniston']","For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently."
The Art of Getting By,2011,['United States of America'],"['Drama', 'Romance']",Gavin Wiesen,"['Freddie Highmore', 'Emma Roberts', 'Michael Angarano', 'Elizabeth Reaser', 'Alicia Silverstone']","George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit."
Pirates of the Caribbean: On Stranger Tides,2011,"['United Kingdom', 'United States of America']","['Adventure', 'Action', 'Fantasy']",Rob Marshall,"['Johnny Depp', 'Penélope Cruz', 'Geoffrey Rush', 'Ian McShane', 'Kevin McNally']","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love — or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
The Mechanic,2011,"['United States of America', 'Germany']","['Action', 'Thriller', 'Crime']",Simon West,"['Jason Statham', 'Ben Foster', 'Donald Sutherland', 'Mini Anden', 'Tony Goldwyn']","Arthur Bishop is a 'mechanic' - an elite assassin with a strict code requiring professional perfection and total detachment. One of an elite group of assassins, Bishop may be the best in the business - with a unique talent for cleanly eliminating targets. When Harry McKenna, his close friend and mentor, is murdered, Harry's son comes to him with vengeance in his heart and a desire to learn Bishop's trade, signaling the birth of a deadly partnership."
Bridesmaids,2011,['United States of America'],"['Comedy', 'Romance']",Paul Feig,"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', ""Chris O'Dowd"", 'Wendi McLendon-Covey']","Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love."
What a Beautiful Day,2011,['Italy'],['Comedy'],Gennaro Nunziante,"['Checco Zalone', 'Nabiha Akkari', 'Rocco Papaleo', 'Tullio Solenghi', 'Anna Rita Del Piano']","Checco, an uneducated but self-satisfied fellow from Milan, who has always dreamed of becoming a police officer, fails his entrance exam for the third time. It must be said that at the oral examination Checco said that the reason why he wanted to join the police was benefits in kind and cronyism! But the young man has connections and he soon finds himself a security agent at the Milan Cathedral. Of course the bumbling idiot proves a living catastrophe! Spotted by Sufien, an Arab terrorist who is preparing an attack against the cathedral, Checco appears as the perfect sucker. To manipulate him, he sends his charming sister Farah to him, with the mission to seduce him..."
The Hangover Part II,2011,['United States of America'],['Comedy'],Todd Phillips,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']","The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group."
Scream 4,2011,['United States of America'],"['Horror', 'Mystery']",Wes Craven,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Emma Roberts', 'Hayden Panettiere']","Ten years have passed, and Sidney Prescott has put herself back together thanks to her writing. However, her return to Woodsboro sparks the return of the Ghostface Killer."
What's Your Number?,2011,['United States of America'],"['Comedy', 'Romance']",Mark Mylod,"['Anna Faris', 'Chris Evans', 'Ari Graynor', 'Blythe Danner', 'Ed Begley Jr.']","Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends."
Attack the Block,2011,"['France', 'United Kingdom', 'United States of America']","['Action', 'Comedy', 'Science Fiction']",Joe Cornish,"['John Boyega', 'Jodie Whittaker', 'Nick Frost', 'Alex Esmail', 'Luke Treadaway']",A teen gang in a South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.
